"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"CAD0046035.1","tr|A0ABR0TA92|A0ABR0TA92_AURPU",78.6,360,3.2e-210,582,"A0ABR0TA92"
"CAD0046039.1","tr|A0ABR0TBI2|A0ABR0TBI2_AURPU",85.6,443,7.13e-265,722,"A0ABR0TBI2"
"CAD0046067.1","tr|A0ABR0TAQ8|A0ABR0TAQ8_AURPU",70.4,937,0,1315,"A0ABR0TAQ8"
"CAD0046207.1","tr|A0ABR0TB96|A0ABR0TB96_AURPU",80.2,1191,0,1791,"A0ABR0TB96"
"CAD0046298.1","tr|A0ABR0TNS9|A0ABR0TNS9_AURPU",75.7,387,3.39e-201,558,"A0ABR0TNS9"
"CAD0046513.1","tr|A0ABR0T6V2|A0ABR0T6V2_AURPU",80.6,413,2.05e-243,669,"A0ABR0T6V2"
"CAD0046561.1","tr|A0ABR0T5L2|A0ABR0T5L2_AURPU",72.9,889,0,1266,"A0ABR0T5L2"
"CAD0046597.1","tr|A0ABR0T5Y0|A0ABR0T5Y0_AURPU",81.1,514,5.86e-267,776,"A0ABR0T5Y0"
"CAD0046611.1","tr|A0ABR0T5U9|A0ABR0T5U9_AURPU",77.2,1133,0,1635,"A0ABR0T5U9"
"CAD0046623.1","tr|A0ABR0T5S1|A0ABR0T5S1_AURPU",83.1,762,0,1137,"A0ABR0T5S1"
"CAD0046651.1","tr|A0ABR0TPW2|A0ABR0TPW2_AURPU",71.6,334,1.77e-166,465,"A0ABR0TPW2"
"CAD0046667.1","tr|A0ABR0TNF6|A0ABR0TNF6_AURPU",88.4,594,0,987,"A0ABR0TNF6"
"CAD0046671.1","tr|A0ABR0TNF9|A0ABR0TNF9_AURPU",72.6,1075,0,1217,"A0ABR0TNF9"
"CAD0046673.1","tr|A0ABR0TNH5|A0ABR0TNH5_AURPU",84.3,312,9.09e-193,529,"A0ABR0TNH5"
"CAD0046677.1","tr|A0ABR0TNG1|A0ABR0TNG1_AURPU",81.2,451,3.44e-268,734,"A0ABR0TNG1"
"CAD0046701.1","tr|A0ABR0TP94|A0ABR0TP94_AURPU",79.2,356,4.92e-167,469,"A0ABR0TP94"
"CAD0046709.1","tr|A0ABR0TPG5|A0ABR0TPG5_AURPU",76.5,358,8.47e-195,538,"A0ABR0TPG5"
"CAD0046723.1","tr|A0ABR0TQT7|A0ABR0TQT7_AURPU",79.3,227,3.43e-137,388,"A0ABR0TQT7"
"CAD0046839.1","tr|A0ABR0TNJ2|A0ABR0TNJ2_AURPU",83.1,562,0,891,"A0ABR0TNJ2"
"CAD0046841.1","tr|A0ABR0TP34|A0ABR0TP34_AURPU",78.9,563,2.83e-282,777,"A0ABR0TP34"
"CAD0046849.1","tr|A0ABR0TNT6|A0ABR0TNT6_AURPU",76.5,340,1.22e-186,515,"A0ABR0TNT6"
"CAD0046867.1","tr|A0ABR0TPX8|A0ABR0TPX8_AURPU",93.7,396,1.09e-272,741,"A0ABR0TPX8"
"CAD0046877.1","tr|A0ABR0TQ48|A0ABR0TQ48_AURPU",88.1,587,2.28000001215071e-316,864,"A0ABR0TQ48"
"CAD0046879.1","tr|A0ABR0TNH4|A0ABR0TNH4_AURPU",71.7,473,1.81e-172,490,"A0ABR0TNH4"
"CAD0046961.1","tr|A0ABR0TQA5|A0ABR0TQA5_AURPU",73.2,280,2.08e-132,377,"A0ABR0TQA5"
"CAD0046977.1","tr|A0ABR0TNN0|A0ABR0TNN0_AURPU",75,773,0,1102,"A0ABR0TNN0"
"CAD0046979.1","tr|A0ABR0TNP3|A0ABR0TNP3_AURPU",76.3,940,0,1360,"A0ABR0TNP3"
"CAD0046989.1","tr|A0ABR0TQ22|A0ABR0TQ22_AURPU",75.9,553,1.09e-293,806,"A0ABR0TQ22"
"CAD0046999.1","tr|A0ABR0TPQ1|A0ABR0TPQ1_AURPU",88.4,345,9.19e-218,605,"A0ABR0TPQ1"
"CAD0047003.1","tr|A0ABR0TNU4|A0ABR0TNU4_AURPU",85,460,7.03e-250,692,"A0ABR0TNU4"
"CAD0047039.1","tr|A0ABR0TPT7|A0ABR0TPT7_AURPU",80.8,525,6.13e-295,803,"A0ABR0TPT7"
"CAD0047067.1","tr|A0ABR0T6T4|A0ABR0T6T4_AURPU",85.1,248,4.08e-141,393,"A0ABR0T6T4"
"CAD0047073.1","tr|A0ABR0T5U4|A0ABR0T5U4_AURPU",79.8,440,1.06e-243,671,"A0ABR0T5U4"
"CAD0047075.1","tr|A0ABR0T5T5|A0ABR0T5T5_AURPU",90.6,382,5.31e-252,685,"A0ABR0T5T5"
"CAD0047111.1","tr|A0ABR0T5Z6|A0ABR0T5Z6_AURPU",79.9,611,0,981,"A0ABR0T5Z6"
"CAD0047115.1","tr|A0ABR0T5Q0|A0ABR0T5Q0_AURPU",85.7,903,0,1533,"A0ABR0T5Q0"
"CAD0047117.1","tr|A0ABR0T750|A0ABR0T750_AURPU",84.1,371,7.44e-207,572,"A0ABR0T750"
"CAD0047145.1","tr|A0ABR0T5W3|A0ABR0T5W3_AURPU",78.6,513,2.53e-252,697,"A0ABR0T5W3"
"CAD0047171.1","tr|A0ABR0TPK9|A0ABR0TPK9_AURPU",72.6,230,2.08e-123,349,"A0ABR0TPK9"
"CAD0047185.1","tr|A0ABR0TP63|A0ABR0TP63_AURPU",84.1,334,4.71e-207,567,"A0ABR0TP63"
"CAD0047193.1","tr|A0ABR0TQS3|A0ABR0TQS3_AURPU",76.3,211,5.02e-101,292,"A0ABR0TQS3"
"CAD0047199.1","tr|A0ABR0TP67|A0ABR0TP67_AURPU",78.2,454,4.29e-232,640,"A0ABR0TP67"
"CAD0047227.1","tr|A0ABR0TPE5|A0ABR0TPE5_AURPU",79,814,0,1312,"A0ABR0TPE5"
"CAD0047247.1","tr|A0ABR0TQZ8|A0ABR0TQZ8_AURPU",76.4,250,5.08e-127,364,"A0ABR0TQZ8"
"CAD0047287.1","tr|A0ABR0TQQ8|A0ABR0TQQ8_AURPU",89.5,277,1.63e-157,449,"A0ABR0TQQ8"
"CAD0047295.1","tr|A0ABR0TQY1|A0ABR0TQY1_AURPU",81.1,723,0,1130,"A0ABR0TQY1"
"CAD0047333.1","tr|A0ABR0TQV3|A0ABR0TQV3_AURPU",75.2,314,1.43e-165,462,"A0ABR0TQV3"
"CAD0047335.1","tr|A0ABR0TP87|A0ABR0TP87_AURPU",91.5,4333,0,7666,"A0ABR0TP87"
"CAD0047369.1","tr|A0ABR0TNY9|A0ABR0TNY9_AURPU",92,1130,0,1987,"A0ABR0TNY9"
"CAD0047377.1","tr|A0ABR0TP61|A0ABR0TP61_AURPU",72.9,457,1.1e-235,654,"A0ABR0TP61"
"CAD0047391.1","tr|A0ABR0TNV8|A0ABR0TNV8_AURPU",76.2,412,6.84e-125,372,"A0ABR0TNV8"
"CAD0047393.1","tr|A0ABR0TQX5|A0ABR0TQX5_AURPU",74.2,221,7.07e-91,263,"A0ABR0TQX5"
"CAD0047401.1","tr|A0ABR0TPG2|A0ABR0TPG2_AURPU",94.1,542,0,973,"A0ABR0TPG2"
"CAD0047443.1","tr|A0ABR0TPU2|A0ABR0TPU2_AURPU",84.2,531,8.73000000000000e-306,832,"A0ABR0TPU2"
"CAD0047453.1","tr|A0ABR0TP74|A0ABR0TP74_AURPU",80.8,318,2.27e-119,349,"A0ABR0TP74"
"CAD0047507.1","tr|A0ABR0TP14|A0ABR0TP14_AURPU",83.3,603,0,954,"A0ABR0TP14"
"CAD0047519.1","tr|A0ABR0TP07|A0ABR0TP07_AURPU",74.8,424,1.23e-210,592,"A0ABR0TP07"
"CAD0047553.1","tr|A0ABR0TPV6|A0ABR0TPV6_AURPU",73.4,349,1.73e-171,477,"A0ABR0TPV6"
"CAD0047563.1","tr|A0ABR0TRE9|A0ABR0TRE9_AURPU",76.9,273,1.41e-130,369,"A0ABR0TRE9"
"CAD0047597.1","tr|A0ABR0TPR8|A0ABR0TPR8_AURPU",87.9,530,0,918,"A0ABR0TPR8"
"CAD0047607.1","tr|A0ABR0TPS5|A0ABR0TPS5_AURPU",76.9,1094,0,1605,"A0ABR0TPS5"
"CAD0047641.1","tr|A0ABR0TPP1|A0ABR0TPP1_AURPU",85,240,3.82e-132,373,"A0ABR0TPP1"
"CAD0047775.1","tr|A0ABR0TR62|A0ABR0TR62_AURPU",80,739,0,1005,"A0ABR0TR62"
"CAD0047851.1","tr|A0ABR0TP55|A0ABR0TP55_AURPU",77.9,1011,0,1538,"A0ABR0TP55"
"CAD0047857.1","tr|A0ABR0TQ07|A0ABR0TQ07_AURPU",73.3,535,1.84e-273,759,"A0ABR0TQ07"
"CAD0047871.1","tr|A0ABR0TNY1|A0ABR0TNY1_AURPU",89.7,351,4.64e-211,580,"A0ABR0TNY1"
"CAD0047893.1","tr|A0ABR0TPA4|A0ABR0TPA4_AURPU",85.8,267,1.85e-156,436,"A0ABR0TPA4"
"CAD0047940.1","tr|A0ABR0TQ90|A0ABR0TQ90_AURPU",87.5,216,9.13e-131,364,"A0ABR0TQ90"
"CAD0047943.1","tr|A0ABR0TPY4|A0ABR0TPY4_AURPU",85.5,574,7.76e-309,846,"A0ABR0TPY4"
"CAD0047949.1","tr|A0ABR0TPT0|A0ABR0TPT0_AURPU",94.1,782,0,1394,"A0ABR0TPT0"
"CAD0047964.1","tr|A0ABR0TRM5|A0ABR0TRM5_AURPU",89.3,1112,0,1954,"A0ABR0TRM5"
"CAD0047969.1","tr|A0ABR0TQ27|A0ABR0TQ27_AURPU",84.5,691,0,1102,"A0ABR0TQ27"
"CAD0048000.1","tr|A0ABR0TRI6|A0ABR0TRI6_AURPU",75.8,534,1.48e-284,778,"A0ABR0TRI6"
"CAD0048003.1","tr|A0ABR0TR18|A0ABR0TR18_AURPU",81.1,312,1.26e-185,514,"A0ABR0TR18"
"CAD0048015.1","tr|A0ABR0TRT4|A0ABR0TRT4_AURPU",83,288,2.04e-165,459,"A0ABR0TRT4"
"CAD0048017.1","tr|A0ABR0TQ74|A0ABR0TQ74_AURPU",91.9,457,2.41e-308,833,"A0ABR0TQ74"
"CAD0048028.1","tr|A0ABR0TQN4|A0ABR0TQN4_AURPU",82.7,428,1.51e-245,672,"A0ABR0TQN4"
"CAD0048036.1","tr|A0ABR0TQ75|A0ABR0TQ75_AURPU",91,344,1.08e-216,596,"A0ABR0TQ75"
"CAD0048041.1","tr|A0ABR0TQ85|A0ABR0TQ85_AURPU",81.5,981,0,1487,"A0ABR0TQ85"
"CAD0048042.1","tr|A0ABR0TRQ6|A0ABR0TRQ6_AURPU",72,322,1.75e-136,387,"A0ABR0TRQ6"
"CAD0048375.1","tr|A0ABR0TKB0|A0ABR0TKB0_AURPU",78.9,797,0,1245,"A0ABR0TKB0"
"CAD0048481.1","tr|A0ABR0TKD3|A0ABR0TKD3_AURPU",81.8,566,1.67e-251,697,"A0ABR0TKD3"
"CAD0048505.1","tr|A0ABR0TLM5|A0ABR0TLM5_AURPU",83.1,516,2.75e-307,838,"A0ABR0TLM5"
"CAD0048517.1","tr|A0ABR0TKF9|A0ABR0TKF9_AURPU",71.6,707,0,1008,"A0ABR0TKF9"
"CAD0048541.1","tr|A0ABR0TK58|A0ABR0TK58_AURPU",75.7,230,9.16e-112,330,"A0ABR0TK58"
"CAD0048603.1","tr|A0ABR0TKX4|A0ABR0TKX4_AURPU",85.1,228,2.18e-135,379,"A0ABR0TKX4"
"CAD0048643.1","tr|A0ABR0TKW2|A0ABR0TKW2_AURPU",75.6,258,4.26e-132,370,"A0ABR0TKW2"
"CAD0048661.1","tr|A0ABR0TM77|A0ABR0TM77_AURPU",84.8,521,0,932,"A0ABR0TM77"
"CAD0048677.1","tr|A0ABR0TKS2|A0ABR0TKS2_AURPU",76.9,684,0,984,"A0ABR0TKS2"
"CAD0048727.1","tr|A0ABR0TLS6|A0ABR0TLS6_AURPU",73.4,320,8.62e-150,421,"A0ABR0TLS6"
"CAD0048837.1","tr|A0ABR0TKF8|A0ABR0TKF8_AURPU",75.4,346,2.82e-183,506,"A0ABR0TKF8"
"CAD0048857.1","tr|A0ABR0TKH6|A0ABR0TKH6_AURPU",80.8,261,1.42e-130,377,"A0ABR0TKH6"
"CAD0048895.1","tr|A0ABR0TKC3|A0ABR0TKC3_AURPU",87.9,354,6.3e-213,584,"A0ABR0TKC3"
"CAD0048911.1","tr|A0ABR0TKR1|A0ABR0TKR1_AURPU",82,644,0,1043,"A0ABR0TKR1"
"CAD0048915.1","tr|A0ABR0TKT1|A0ABR0TKT1_AURPU",83.1,646,0,1026,"A0ABR0TKT1"
"CAD0048953.1","tr|A0ABR0TL42|A0ABR0TL42_AURPU",83,594,0,917,"A0ABR0TL42"
"CAD0048975.1","tr|A0ABR0TKZ3|A0ABR0TKZ3_AURPU",88.2,414,1.81e-243,665,"A0ABR0TKZ3"
"CAD0048989.1","tr|A0ABR0TR37|A0ABR0TR37_AURPU",86.3,636,0,1026,"A0ABR0TR37"
"CAD0049023.1","tr|A0ABR0TBS2|A0ABR0TBS2_AURPU",80.6,620,0,940,"A0ABR0TBS2"
"CAD0049041.1","tr|A0ABR0TBW1|A0ABR0TBW1_AURPU",83,576,0,920,"A0ABR0TBW1"
"CAD0049077.1","tr|A0ABR0TDD0|A0ABR0TDD0_AURPU",74.2,489,6.21e-267,738,"A0ABR0TDD0"
"CAD0049083.1","tr|A0ABR0TCG2|A0ABR0TCG2_AURPU",76.7,287,1.6e-144,409,"A0ABR0TCG2"
"CAD0049127.1","tr|A0ABR0TBE8|A0ABR0TBE8_AURPU",89.9,277,2.72e-166,459,"A0ABR0TBE8"
"CAD0049147.1","tr|A0ABR0TBF4|A0ABR0TBF4_AURPU",73.3,486,1.32e-240,683,"A0ABR0TBF4"
"CAD0049151.1","tr|A0ABR0TBI3|A0ABR0TBI3_AURPU",90.2,471,2.88e-286,778,"A0ABR0TBI3"
"CAD0049161.1","tr|A0ABR0TBY8|A0ABR0TBY8_AURPU",93.7,522,0,955,"A0ABR0TBY8"
"CAD0049230.1","tr|A0ABR0TCR8|A0ABR0TCR8_AURPU",71.2,1422,0,1455,"A0ABR0TCR8"
"CAD0049236.1","tr|A0ABR0TBD9|A0ABR0TBD9_AURPU",71.7,293,1.95e-69,224,"A0ABR0TBD9"
"CAD0049250.1","tr|A0ABR0TCH6|A0ABR0TCH6_AURPU",82.4,1145,0,1669,"A0ABR0TCH6"
"CAD0049298.1","tr|A0ABR0THV6|A0ABR0THV6_AURPU",78.2,335,2.31e-193,535,"A0ABR0THV6"
"CAD0049336.1","tr|A0ABR0THP2|A0ABR0THP2_AURPU",84.6,992,0,1709,"A0ABR0THP2"
"CAD0049358.1","tr|A0ABR0TIP6|A0ABR0TIP6_AURPU",72.5,906,0,1156,"A0ABR0TIP6"
"CAD0049364.1","tr|A0ABR0TH62|A0ABR0TH62_AURPU",76.5,366,6.25e-201,559,"A0ABR0TH62"
"CAD0049432.1","tr|A0ABR0TGY5|A0ABR0TGY5_AURPU",72.4,790,0,935,"A0ABR0TGY5"
"CAD0049458.1","tr|A0ABR0TGN7|A0ABR0TGN7_AURPU",84.9,615,4.77e-299,823,"A0ABR0TGN7"
"CAD0049470.1","tr|A0ABR0TB85|A0ABR0TB85_AURPU",80.5,529,2.46000000000008e-312,850,"A0ABR0TB85"
"CAD0049536.1","tr|A0ABR0TGA5|A0ABR0TGA5_AURPU",90.1,1049,0,1794,"A0ABR0TGA5"
"CAD0049550.1","tr|A0ABR0TGD5|A0ABR0TGD5_AURPU",79.4,1391,0,1724,"A0ABR0TGD5"
"CAD0049578.1","tr|A0ABR0TI31|A0ABR0TI31_AURPU",87.8,312,5.65e-189,520,"A0ABR0TI31"
"CAD0049584.1","tr|A0ABR0TGJ2|A0ABR0TGJ2_AURPU",89.5,2237,0,3896,"A0ABR0TGJ2"
"CAD0049596.1","tr|A0ABR0TGC1|A0ABR0TGC1_AURPU",75.9,232,1.11e-121,342,"A0ABR0TGC1"
"CAD0049600.1","tr|A0ABR0TH87|A0ABR0TH87_AURPU",88.3,213,2.66e-124,354,"A0ABR0TH87"
"CAD0049602.1","tr|A0ABR0THU2|A0ABR0THU2_AURPU",73.8,252,1.73e-125,353,"A0ABR0THU2"
"CAD0049698.1","tr|A0ABR0THC0|A0ABR0THC0_AURPU",88.2,535,0,945,"A0ABR0THC0"
"CAD0049719.1","tr|A0ABR0TI01|A0ABR0TI01_AURPU",86.3,1009,0,1667,"A0ABR0TI01"
"CAD0049724.1","tr|A0ABR0TGG5|A0ABR0TGG5_AURPU",81.5,1170,0,1786,"A0ABR0TGG5"
"CAD0049767.1","tr|A0ABR0TG90|A0ABR0TG90_AURPU",77.2,601,1.16e-297,816,"A0ABR0TG90"
"CAD0049805.1","tr|A0ABR0THZ0|A0ABR0THZ0_AURPU",80.4,469,1.83e-257,705,"A0ABR0THZ0"
"CAD0049813.1","tr|A0ABR0TGN6|A0ABR0TGN6_AURPU",97.5,2407,0,4603,"A0ABR0TGN6"
"CAD0050108.1","tr|A0ABR0T655|A0ABR0T655_AURPU",77.2,522,4.75e-285,780,"A0ABR0T655"
"CAD0050114.1","tr|A0ABR0T553|A0ABR0T553_AURPU",73.5,809,0,1153,"A0ABR0T553"
"CAD0050164.1","tr|A0ABR0T665|A0ABR0T665_AURPU",81.6,343,2.56e-194,541,"A0ABR0T665"
"CAD0050214.1","tr|A0ABR0T5Y8|A0ABR0T5Y8_AURPU",80.1,904,0,1263,"A0ABR0T5Y8"
"CAD0050226.1","tr|A0ABR0T650|A0ABR0T650_AURPU",82.6,828,0,1227,"A0ABR0T650"
"CAD0050256.1","tr|A0ABR0TEB1|A0ABR0TEB1_AURPU",92.4,946,0,1664,"A0ABR0TEB1"
"CAD0050318.1","tr|A0ABR0TDM7|A0ABR0TDM7_AURPU",90.1,865,0,1458,"A0ABR0TDM7"
"CAD0050320.1","tr|A0ABR0TDM7|A0ABR0TDM7_AURPU",82.8,594,0,932,"A0ABR0TDM7"
"CAD0050328.1","tr|A0ABR0TEL9|A0ABR0TEL9_AURPU",73.4,259,8.09e-114,333,"A0ABR0TEL9"
"CAD0050330.1","tr|A0ABR0TEE7|A0ABR0TEE7_AURPU",79,887,0,1226,"A0ABR0TEE7"
"CAD0050338.1","tr|A0ABR0TDC0|A0ABR0TDC0_AURPU",91,569,0,1061,"A0ABR0TDC0"
"CAD0050348.1","tr|A0ABR0TDW8|A0ABR0TDW8_AURPU",81.6,847,0,1184,"A0ABR0TDW8"
"CAD0050428.1","tr|A0ABR0TD61|A0ABR0TD61_AURPU",91.1,516,0,912,"A0ABR0TD61"
"CAD0050452.1","tr|A0ABR0TEH1|A0ABR0TEH1_AURPU",77.8,419,1.91e-215,595,"A0ABR0TEH1"
"CAD0050458.1","tr|A0ABR0TD63|A0ABR0TD63_AURPU",91.6,1089,0,1911,"A0ABR0TD63"
"CAD0050472.1","tr|A0ABR0TEK9|A0ABR0TEK9_AURPU",89.7,544,0,962,"A0ABR0TEK9"
"CAD0050494.1","tr|A0ABR0TD84|A0ABR0TD84_AURPU",73.9,663,0,918,"A0ABR0TD84"
"CAD0050502.1","tr|A0ABR0TD83|A0ABR0TD83_AURPU",90.4,572,0,1035,"A0ABR0TD83"
"CAD0050510.1","tr|A0ABR0TEM4|A0ABR0TEM4_AURPU",85.4,1957,0,3315,"A0ABR0TEM4"
"CAD0050536.1","tr|A0ABR0TD22|A0ABR0TD22_AURPU",82.3,418,8.69e-246,671,"A0ABR0TD22"
"CAD0050538.1","tr|A0ABR0TD30|A0ABR0TD30_AURPU",81.9,1240,0,1924,"A0ABR0TD30"
"CAD0050544.1","tr|A0ABR0TEI3|A0ABR0TEI3_AURPU",76.3,1244,0,1740,"A0ABR0TEI3"
"CAD0050608.1","tr|A0ABR0TDG3|A0ABR0TDG3_AURPU",80.5,3979,0,5695,"A0ABR0TDG3"
"CAD0050612.1","tr|A0ABR0T5V4|A0ABR0T5V4_AURPU",79.4,577,0,901,"A0ABR0T5V4"
"CAD0050626.1","tr|A0ABR0TEK2|A0ABR0TEK2_AURPU",87.9,265,6.74e-164,455,"A0ABR0TEK2"
"CAD0050630.1","tr|A0ABR0TDN5|A0ABR0TDN5_AURPU",92.3,431,4.51e-290,785,"A0ABR0TDN5"
"CAD0050660.1","tr|A0ABR0TDQ4|A0ABR0TDQ4_AURPU",93.4,1396,0,2591,"A0ABR0TDQ4"
"CAD0050672.1","tr|A0ABR0TCL9|A0ABR0TCL9_AURPU",86.8,593,4.12e-304,834,"A0ABR0TCL9"
"CAD0050676.1","tr|A0ABR0TCM8|A0ABR0TCM8_AURPU",76.6,688,0,1019,"A0ABR0TCM8"
"CAD0050696.1","tr|A0ABR0TD64|A0ABR0TD64_AURPU",84.9,371,3.9e-199,584,"A0ABR0TD64"
"CAD0050726.1","tr|A0ABR0T7E8|A0ABR0T7E8_AURPU",93.3,690,0,1305,"A0ABR0T7E8"
"CAD0050738.1","tr|A0ABR0TCA2|A0ABR0TCA2_AURPU",80.6,1576,0,2195,"A0ABR0TCA2"
"CAD0050740.1","tr|A0ABR0TCA7|A0ABR0TCA7_AURPU",90.1,657,0,1125,"A0ABR0TCA7"
"CAD0050774.1","tr|A0ABR0T768|A0ABR0T768_AURPU",87.5,1312,0,2080,"A0ABR0T768"
"CAD0050790.1","tr|A0ABR0T645|A0ABR0T645_AURPU",91.1,644,0,1184,"A0ABR0T645"
"CAD0050816.1","tr|A0ABR0T615|A0ABR0T615_AURPU",70.4,467,3.73e-186,524,"A0ABR0T615"
"CAD0050818.1","tr|A0ABR0T6A7|A0ABR0T6A7_AURPU",87.6,643,0,1155,"A0ABR0T6A7"
"CAD0050830.1","tr|A0ABR0TDE7|A0ABR0TDE7_AURPU",89.1,877,0,1513,"A0ABR0TDE7"
"CAD0050836.1","tr|A0ABR0TD51|A0ABR0TD51_AURPU",86.5,571,0,992,"A0ABR0TD51"
"CAD0050868.1","tr|A0ABR0TNK7|A0ABR0TNK7_AURPU",92.5,523,8.65010132738854e-320,872,"A0ABR0TNK7"
"CAD0050894.1","tr|A0ABR0TN19|A0ABR0TN19_AURPU",77.6,450,3.95e-233,642,"A0ABR0TN19"
"CAD0050918.1","tr|A0ABR0TLY7|A0ABR0TLY7_AURPU",86.8,682,0,1124,"A0ABR0TLY7"
"CAD0050950.1","tr|A0ABR0TNB5|A0ABR0TNB5_AURPU",79.9,1260,0,1914,"A0ABR0TNB5"
"CAD0051000.1","tr|A0ABR0TN74|A0ABR0TN74_AURPU",84.8,237,2.63e-136,383,"A0ABR0TN74"
"CAD0051070.1","tr|A0ABR0TMY3|A0ABR0TMY3_AURPU",89.8,522,0,936,"A0ABR0TMY3"
"CAD0051126.1","tr|A0ABR0TPC1|A0ABR0TPC1_AURPU",70.7,1140,0,1469,"A0ABR0TPC1"
"CAD0051186.1","tr|A0ABR0TN22|A0ABR0TN22_AURPU",76.1,1125,0,1536,"A0ABR0TN22"
"CAD0051188.1","tr|A0ABR0TMZ1|A0ABR0TMZ1_AURPU",76.6,499,1.18e-282,772,"A0ABR0TMZ1"
"CAD0051216.1","tr|A0ABR0TN05|A0ABR0TN05_AURPU",83.5,346,3.09e-205,563,"A0ABR0TN05"
"CAD0051294.1","tr|A0ABR0TNS1|A0ABR0TNS1_AURPU",85.3,429,1.4e-265,723,"A0ABR0TNS1"
"CAD0051310.1","tr|A0ABR0T7Z9|A0ABR0T7Z9_AURPU",70.4,588,1.09e-284,784,"A0ABR0T7Z9"
"CAD0051354.1","tr|A0ABR0TNC8|A0ABR0TNC8_AURPU",83.2,736,0,1144,"A0ABR0TNC8"
"CAD0051362.1","tr|A0ABR0T8R2|A0ABR0T8R2_AURPU",71.2,278,6.77e-123,354,"A0ABR0T8R2"
"CAD0051503.1","tr|A0ABR0TK51|A0ABR0TK51_AURPU",78.9,209,1.1e-107,318,"A0ABR0TK51"
"CAD0051511.1","tr|A0ABR0TJY1|A0ABR0TJY1_AURPU",85.6,605,0,1071,"A0ABR0TJY1"
"CAD0051534.1","tr|A0ABR0TJW3|A0ABR0TJW3_AURPU",76.1,635,0,951,"A0ABR0TJW3"
"CAD0051589.1","tr|A0ABR0TKE7|A0ABR0TKE7_AURPU",84.5,1131,0,1684,"A0ABR0TKE7"
"CAD0051661.1","tr|A0ABR0TJQ1|A0ABR0TJQ1_AURPU",83.9,1159,0,1877,"A0ABR0TJQ1"
"CAD0051669.1","tr|A0ABR0TL80|A0ABR0TL80_AURPU",80.1,938,0,1342,"A0ABR0TL80"
"CAD0051687.1","tr|A0ABR0TJX2|A0ABR0TJX2_AURPU",87.8,419,2.44e-253,690,"A0ABR0TJX2"
"CAD0051761.1","tr|A0ABR0TJE9|A0ABR0TJE9_AURPU",86.1,252,7.48e-156,431,"A0ABR0TJE9"
"CAD0051767.1","tr|A0ABR0TJE5|A0ABR0TJE5_AURPU",78.4,324,2.22e-191,532,"A0ABR0TJE5"
"CAD0051775.1","tr|A0ABR0TKX3|A0ABR0TKX3_AURPU",83.6,427,1.58e-244,672,"A0ABR0TKX3"
"CAD0051789.1","tr|A0ABR0TJD5|A0ABR0TJD5_AURPU",75.2,488,7.12e-262,723,"A0ABR0TJD5"
"CAD0051805.1","tr|A0ABR0TKU1|A0ABR0TKU1_AURPU",87.6,1761,0,3018,"A0ABR0TKU1"
"CAD0051829.1","tr|A0ABR0TKY0|A0ABR0TKY0_AURPU",86.2,734,0,1019,"A0ABR0TKY0"
"CAD0051833.1","tr|A0ABR0TJD9|A0ABR0TJD9_AURPU",82.1,577,4.17e-307,840,"A0ABR0TJD9"
"CAD0051841.1","tr|A0ABR0TKE5|A0ABR0TKE5_AURPU",92.4,410,2.72e-271,736,"A0ABR0TKE5"
"CAD0051865.1","tr|A0ABR0TJR8|A0ABR0TJR8_AURPU",77.4,208,6.65e-109,310,"A0ABR0TJR8"
"CAD0051873.1","tr|A0ABR0TJQ6|A0ABR0TJQ6_AURPU",90.9,308,1.02e-189,521,"A0ABR0TJQ6"
"CAD0051887.1","tr|A0ABR0T4G7|A0ABR0T4G7_AURPU",72.9,1096,0,1598,"A0ABR0T4G7"
"CAD0051899.1","tr|A0ABR0TL96|A0ABR0TL96_AURPU",70,804,0,982,"A0ABR0TL96"
"CAD0051927.1","tr|A0ABR0TKR9|A0ABR0TKR9_AURPU",74.8,333,4.09e-182,504,"A0ABR0TKR9"
"CAD0052002.1","tr|A0ABR0TJ92|A0ABR0TJ92_AURPU",94,250,4.15e-173,475,"A0ABR0TJ92"
"CAD0052008.1","tr|A0ABR0TJJ6|A0ABR0TJJ6_AURPU",77.4,545,2.26e-298,815,"A0ABR0TJJ6"
"CAD0052044.1","tr|A0ABR0TJH9|A0ABR0TJH9_AURPU",83.2,202,7.37e-113,318,"A0ABR0TJH9"
"CAD0052058.1","tr|A0ABR0TJT7|A0ABR0TJT7_AURPU",82.1,431,1.66e-216,599,"A0ABR0TJT7"
"CAD0052103.1","tr|A0ABR0TJ00|A0ABR0TJ00_AURPU",83.9,740,0,1230,"A0ABR0TJ00"
"CAD0052123.1","tr|A0ABR0TKF5|A0ABR0TKF5_AURPU",88.2,473,1.51000000002945e-314,854,"A0ABR0TKF5"
"CAD0052171.1","tr|A0ABR0TJG3|A0ABR0TJG3_AURPU",84.4,844,0,1378,"A0ABR0TJG3"
"CAD0052217.1","tr|A0ABR0TJ38|A0ABR0TJ38_AURPU",81.5,1113,0,1758,"A0ABR0TJ38"
"CAD0052223.1","tr|A0ABR0TJS3|A0ABR0TJS3_AURPU",84.5,239,7.57e-123,350,"A0ABR0TJS3"
"CAD0052239.1","tr|A0ABR0TJD2|A0ABR0TJD2_AURPU",92.1,1770,0,3236,"A0ABR0TJD2"
